X	mb231e210g_0	mb231e264g_0	mb231e279g_0	mb231p2207g_1	mb231p2237Ag_1
MEP1B	0	0	0	0	0
MEPCE	13	13	11	7	23
MEPE	0	0	0	0	0
MERTK	0	0	0	0	0
MESDC1	5	11	9	1	14
MESDC2	0	0	0	0	0
MESP1	0	0	0	0	0
MESP2	0	0	0	0	0
MEST	0	0	0	0	1
MET	4	7	8	0	6
METAP1	1	3	8	3	5
METAP1D	7	3	2	2	8
METAP2	46	36	64	57	137
METRN	1	0	1	0	1
METRNL	0	0	0	0	0
METTL1	0	0	0	0	0
METTL10	0	0	1	1	1
METTL11B	0	0	0	0	0
METTL13	1	1	1	2	9
METTL14	3	5	3	1	1
METTL15	0	0	0	0	0
METTL16	1	0	0	1	1
METTL17	0	0	0	0	0
METTL18	0	0	0	0	0
METTL21A	1	2	4	0	3
METTL21B	0	0	0	0	0
METTL21C	0	0	0	0	0
METTL22	2	0	1	1	1
METTL23	0	0	0	0	0
METTL24	0	0	0	0	0
METTL25	0	1	0	0	0
METTL26	0	0	0	1	0
METTL3	1	4	3	2	8
METTL4	0	0	0	0	0
METTL5	0	0	1	2	1
METTL6	0	0	0	0	0
METTL7B	0	0	0	1	1
METTL8	0	1	2	0	2
METTL9	13	11	15	15	25
MEX3A	7	5	8	4	5
MEX3B	1	0	2	0	2
MEX3C	41	39	44	22	81
MEX3D	0	1	0	1	1
MFAP2	0	0	0	0	0
MFAP3	0	0	0	0	0
MFAP3L	0	0	0	0	0
MFAP4	0	0	0	0	0
MFAP5	0	0	0	0	0
MFF	15	11	22	7	40
MFGE8	0	0	0	0	0
MFHAS1	1	0	0	0	1
MFN1	0	0	1	0	0
MFN2	3	4	2	1	7
MFNG	0	0	0	0	0
MFRP	0	0	0	0	0
MFSD1	15	21	33	14	36
MFSD10	0	0	0	0	0
MFSD11	0	0	1	0	2
MFSD12	0	0	0	0	0
MFSD13A	1	0	0	0	1
MFSD14A	32	33	35	13	56
MFSD14B	1	0	0	0	1
MFSD2A	0	0	0	0	1
MFSD2B	1	4	2	0	2
MFSD3	0	0	0	0	0
MFSD4A	0	0	0	0	0
MFSD5	1	0	2	0	0
MFSD6	0	0	0	0	0
MFSD6L	0	0	0	0	0
MFSD8	0	0	0	0	1
MFSD9	0	0	0	0	0
MGA	6	8	20	10	23
MGAM	0	0	0	0	0
MGARP	0	0	0	0	0
MGAT1	0	0	0	0	1
MGAT2	0	0	0	0	0
MGAT3	1	2	5	1	7
MGAT4A	1	0	2	0	1
MGAT4B	29	20	38	23	49
MGAT4C	0	0	1	0	0
MGAT4D	0	0	0	0	0
MGAT5	1	1	1	2	1
MGAT5B	0	0	0	0	0
MGEA5	24	25	22	12	45
MGLL	0	0	0	0	0
MGME1	0	0	0	0	0
MGMT	0	0	0	0	0
MGP	0	0	0	0	0
MGRN1	7	6	7	3	14
MGST1	0	0	0	0	0
MGST2	0	0	0	0	0
MGST3	0	0	0	0	0
MIA	0	0	0	0	0
MIA2	0	0	0	0	0
MIA3	1	5	3	0	1
MIB1	7	17	17	11	34
MIB2	1	0	2	0	1
MICAL1	0	0	0	0	0
MICAL2	0	3	2	5	5
MICAL3	0	0	1	0	1
MICALCL	0	0	0	0	0
MICALL1	6	12	5	4	18
MICALL2	0	0	0	0	0
MICU1	3	2	1	3	3
MICU2	0	0	0	0	0
MICU3	1	2	1	2	6
MID1	9	10	4	11	9
MID1IP1	3	3	4	1	10
MID2	0	0	0	0	0
MIDN	4	6	4	3	5
MIEF1	1	0	4	0	10
MIEF2	0	0	0	0	0
MIEN1	0	0	0	0	0
MIER1	9	9	7	7	18
MIER2	0	0	0	0	0
MIER3	5	4	2	2	5
MIF	0	0	0	0	0
MIF4GD	11	7	7	2	11
MIGA1	0	0	0	0	0
MIGA2	1	0	4	0	2
MIIP	0	0	0	0	0
MILR1	0	0	0	0	0
MINA	0	0	0	0	0
MINK1	30	54	47	23	92
MINOS1	0	0	0	0	0
MINPP1	0	0	0	0	0
MIOS	2	2	1	1	5
MIOX	0	0	0	0	0
MIP	0	0	0	0	0
MIPEP	0	0	0	0	0
MIPOL1	6	1	2	4	13
MIS12	0	0	0	0	0
MIS18A	0	0	0	0	0
MIS18BP1	0	0	0	0	0
MISP	0	0	0	0	0
MITD1	0	1	3	2	4
MITF	1	1	1	3	5
MIXL1	0	0	0	0	0
MKI67	0	0	0	0	0
MKKS	0	0	0	0	0
MKL1	12	12	20	8	18
MKL2	1	0	3	1	4
MKLN1	36	37	45	20	75
MKNK1	0	0	2	0	0
MKNK2	7	2	3	7	7
MKRN1	37	12	22	13	48
MKRN2	6	1	0	4	4
MKRN2OS	0	0	0	0	0
MKRN3	0	0	0	0	0
MKS1	0	0	0	0	0
MKX	0	0	0	0	0
MLANA	0	0	0	0	0
MLC1	0	0	0	0	0
MLEC	13	19	24	5	26
MLF1	0	0	0	0	0
MLF2	17	15	38	18	47
MLH1	0	0	0	1	0
MLH3	0	0	0	0	0
MLIP	0	0	0	0	0
MLKL	0	0	0	0	0
MLLT1	10	6	13	4	20
MLLT10	9	23	18	11	48
MLLT11	0	0	0	0	0
MLLT3	20	19	19	16	41
MLLT6	6	14	9	7	19
MLPH	1	0	0	0	0
MLST8	0	0	0	0	0
MLX	7	3	10	6	12
MLXIP	0	2	3	0	1
MLXIPL	0	0	0	0	0
MLYCD	0	0	0	0	0
MMAA	0	0	0	0	0
MMAB	0	0	0	0	0
MMACHC	1	2	5	1	2
MMADHC	6	6	5	5	9
MMD	12	14	9	3	12
MMD2	0	0	0	0	0
MME	0	0	0	0	0
MMEL1	0	0	0	0	0
MMGT1	0	0	0	0	0
MMP10	0	0	0	0	0
MMP11	0	0	0	0	0
MMP12	0	0	0	0	0
MMP13	0	0	0	0	1
MMP14	33	32	44	16	54
MMP15	0	0	0	0	0
MMP16	0	0	0	0	0
MMP17	0	0	0	0	0
MMP19	0	0	0	0	0
MMP2	0	0	0	0	0
MMP20	0	0	0	0	0
MMP21	0	0	0	0	0
MMP24	0	0	0	0	0
MMP25	0	0	0	0	0
MMP27	0	0	0	0	0
MMP28	0	0	0	0	0
MMP3	0	0	0	0	0
MMP7	0	0	0	0	0
MMP8	0	0	0	0	0
MMP9	0	0	2	0	3
MMRN1	0	0	0	0	0
MMRN2	0	0	0	0	0
MMS19	5	5	5	6	10
MMS22L	0	0	0	0	1
MN1	0	0	0	0	0
MNAT1	1	3	2	1	4
MND1	0	0	0	0	0
MNS1	0	0	0	0	0
MNT	2	5	6	7	16
MNX1	0	0	0	0	0
MOAP1	0	0	0	0	0
MOB1A	7	5	11	4	15
MOB1B	1	1	3	2	5
MOB2	0	0	0	0	0
MOB3A	0	0	0	0	0
MOB3B	0	0	0	0	0
MOB3C	0	0	0	0	1
MOB4	29	26	45	29	99
MOBP	0	0	0	0	0
MOCOS	0	0	0	0	0
MOCS1	1	0	1	0	0
MOCS2	0	0	0	0	0
MOCS3	0	0	0	0	0
MOG	0	0	0	0	0
MOGAT1	0	0	0	0	0
MOGAT2	0	0	0	0	0
MOGS	4	7	9	8	16
MOK	0	0	0	0	1
MON1A	0	1	1	0	2
MON1B	0	1	0	0	0
MON2	5	3	2	4	4
MORC1	0	0	0	0	0
MORC3	1	2	3	3	6
MORC4	5	5	4	1	8
MORF4L1	89	82	101	69	254
MORF4L2	66	61	60	29	108
MORN1	0	0	0	0	0
MORN2	2	0	0	0	0
MORN3	0	0	0	0	0
MORN4	2	0	0	0	1
MORN5	0	0	0	0	0
MOS	0	0	0	0	0
MOSPD1	1	0	0	3	0
MOSPD2	0	2	2	0	1
MOSPD3	6	5	4	1	6
MOV10	9	10	13	6	18
MOV10L1	0	0	0	0	0
MOXD1	0	0	0	0	0
MPC1	0	0	0	0	1
MPC2	0	0	0	0	0
MPDU1	0	0	0	0	0
MPDZ	4	6	4	0	4
MPEG1	0	0	0	0	0
MPG	0	0	0	0	0
MPHOSPH10	1	0	0	0	0
MPHOSPH6	0	0	0	0	0
MPHOSPH8	1	0	0	1	1
MPHOSPH9	0	2	1	1	0
MPI	0	1	0	0	1
MPL	0	0	0	0	0
MPLKIP	0	1	5	4	5
MPND	0	0	0	0	0
MPO	0	0	0	0	0
MPP1	2	1	1	2	3
MPP2	0	1	0	1	5
MPP3	0	0	0	0	0
MPP4	0	0	0	0	0
MPP5	6	9	5	2	17
MPP6	1	1	2	0	0
MPP7	0	0	0	0	0
MPPE1	0	0	0	0	0
MPPED1	0	0	0	0	0
MPPED2	0	0	0	0	0
MPRIP	30	44	41	21	59
MPST	0	0	0	0	0
MPV17	2	2	2	0	2
MPV17L	0	0	0	0	0
MPV17L2	0	0	0	0	0
MPZ	0	0	0	0	0
MPZL1	0	0	0	0	0
MPZL2	0	0	0	0	0
MPZL3	0	0	0	0	0
MR1	0	0	0	0	0
MRAP	0	0	0	0	0
MRAP2	0	0	0	0	0
MRAS	0	0	0	0	0
MRC1	0	0	0	0	0
MRC2	0	0	0	0	0
MREG	0	0	0	0	0
MRFAP1	0	0	0	0	1
MRGBP	5	9	4	3	10
MRGPRD	0	0	0	0	0
MRGPRE	0	0	0	0	0
MRGPRF	0	0	1	0	0
MRGPRG	0	0	0	0	0
MRGPRX1	0	0	0	0	0
MRGPRX2	0	0	0	0	0
MRI1	4	0	1	3	4
MRLN	0	0	0	0	0
MRM1	0	0	0	0	0
MRM2	0	0	0	0	0
MRO	0	0	0	0	0
MROH1	0	0	0	0	0
MROH2A	0	0	0	0	0
MROH2B	0	0	0	0	0
MROH6	0	0	0	0	0
MROH7	0	0	0	0	0
MROH8	0	0	0	0	0
MROH9	0	0	0	0	0
MRPL1	0	0	0	0	0
MRPL10	0	0	0	0	0
MRPL11	0	0	0	0	0
MRPL12	0	0	0	0	0
MRPL13	0	0	0	0	0
MRPL14	0	0	0	0	0
MRPL15	0	0	0	0	0
MRPL16	0	0	0	0	0
MRPL17	0	0	0	0	0
MRPL18	0	0	0	0	0
MRPL19	0	0	0	0	0
MRPL2	0	0	0	0	0
MRPL20	0	0	0	0	0
MRPL21	0	0	0	0	0
MRPL22	0	2	0	0	0
MRPL23	0	0	0	0	0
MRPL24	0	0	0	0	0
MRPL27	2	1	1	4	6
MRPL28	0	0	0	0	0
MRPL3	0	0	0	0	0
MRPL30	0	0	0	0	0
MRPL32	0	0	0	0	0
MRPL33	0	0	0	0	0
MRPL34	0	0	0	0	0
MRPL35	0	0	0	0	0
MRPL36	0	0	0	0	0
MRPL37	0	0	0	0	0
MRPL38	0	0	0	0	0
MRPL39	0	0	0	0	0
MRPL4	0	0	0	0	0
MRPL40	0	0	0	0	0
MRPL41	0	0	0	0	0
MRPL42	0	0	0	0	0
MRPL43	0	0	0	0	0
MRPL44	0	0	0	1	0
MRPL45	1	0	1	1	6
MRPL46	0	0	0	0	0
MRPL47	0	0	0	0	0
MRPL48	0	0	0	0	0
MRPL49	0	0	0	0	0
MRPL50	0	0	0	0	0
MRPL51	0	0	0	0	0
MRPL52	0	0	0	0	0
MRPL53	0	0	0	0	0
MRPL54	0	0	0	0	0
MRPL55	0	0	0	0	0
MRPL57	0	0	0	0	0
MRPL58	0	0	0	0	0
MRPL9	0	0	0	0	0
MRPS10	0	0	0	0	0
MRPS11	0	0	0	0	0
MRPS12	0	0	0	0	0
MRPS14	0	0	0	0	0
MRPS15	0	0	0	0	0
MRPS16	0	0	0	0	0
MRPS17	0	0	0	0	0
MRPS18A	0	0	0	0	0
MRPS18B	0	0	0	0	0
MRPS18C	0	0	2	2	0
MRPS2	1	0	0	0	3
MRPS21	0	0	0	0	0
MRPS22	0	0	0	0	0
MRPS23	0	0	0	0	0
MRPS24	0	0	0	0	0
MRPS25	0	0	0	0	0
MRPS26	0	0	0	0	0
MRPS27	0	0	0	0	0
MRPS28	0	0	0	0	0
MRPS30	3	0	3	2	1
MRPS31	0	0	0	0	0
MRPS33	0	0	0	0	0
MRPS34	4	2	1	1	5
MRPS35	0	0	0	0	0
MRPS36	0	0	0	0	0
MRPS5	0	0	0	0	0
MRPS6	0	0	0	0	0
MRPS7	1	1	1	1	2
MRPS9	1	2	2	0	4
MRRF	5	2	1	1	3
MRS2	0	0	0	0	0
MRTO4	10	15	50	19	33
MRVI1	0	0	0	0	0
MS4A1	0	0	0	0	0
MS4A10	0	0	0	0	0
MS4A12	0	0	0	0	0
MS4A13	0	0	0	0	0
MS4A14	0	0	0	0	0
MS4A15	0	0	0	0	0
MS4A18	0	0	0	0	0
MS4A2	0	0	0	0	0
MS4A3	0	0	0	0	0
MS4A4A	0	0	0	0	0
MS4A5	0	0	0	0	0
MS4A7	0	0	0	0	0
MSANTD1	0	0	0	0	0
MSANTD2	24	34	13	16	31
MSANTD3	0	0	0	0	0
MSANTD4	0	0	0	0	0
MSC	0	0	0	0	0
MSGN1	0	0	0	0	0
MSH2	0	2	0	0	0
MSH3	0	0	0	0	1
MSH4	0	0	0	0	0
MSH5	0	1	0	0	0
MSH6	4	6	10	3	17
MSI1	4	2	3	0	1
MSI2	29	31	26	27	71
MSL1	54	80	83	53	139
MSL2	39	32	58	30	80
MSL3	1	4	4	1	12
MSLN	0	0	0	0	0
MSLNL	0	0	0	0	0
MSMB	0	0	0	0	0
MSMO1	4	0	2	1	5
MSMP	0	0	0	0	0
MSN	129	297	312	186	583
MSR1	0	0	0	0	0
MSRA	0	0	0	0	0
MSRB1	1	1	0	1	0
MSRB2	0	0	0	0	0
MSRB3	2	0	4	0	1
MSS51	0	0	0	0	0
MST1	0	0	0	0	0
MST1R	0	0	0	0	0
MSTN	0	0	0	0	0
MSTO1	2	1	2	2	1
MSX1	1	0	0	0	1
MSX2	0	0	0	0	0
MT3	0	0	0	0	0
MT4	0	0	0	0	0
MTA1	47	34	36	32	60
MTA2	38	55	57	35	115
MTA3	6	3	9	3	12
MTAP	0	0	0	0	0
MTBP	0	0	0	0	0
MTCH1	126	111	152	97	283
MTCH2	39	43	75	41	149
MTCL1	0	0	0	0	0
MTCP1	1	0	2	2	0
MTDH	58	75	114	73	299
MTERF2	0	0	0	0	0
MTERF3	0	0	0	0	0
MTERF4	0	0	0	0	0
MTF1	8	6	6	5	11
MTF2	14	42	35	34	41
MTFMT	0	0	0	0	0
MTFP1	0	0	0	0	0
MTFR1	0	0	0	1	0
MTFR1L	8	3	5	2	3
MTFR2	0	0	0	0	0
MTG1	0	0	1	0	0
MTG2	0	0	1	0	0
MTHFD1	1	5	12	2	9
MTHFD1L	0	0	0	0	2
MTHFD2	0	3	1	0	1
MTHFD2L	0	0	0	0	0
MTHFR	0	0	0	0	0
MTHFS	0	0	0	0	0
MTHFSD	0	0	0	0	0
MTIF2	3	2	0	1	1
MTIF3	0	0	0	0	0
MTM1	1	2	0	1	2
MTMR1	1	2	2	2	1
MTMR10	0	3	1	1	3
MTMR11	5	3	7	1	9
MTMR12	3	7	12	4	8
MTMR14	8	7	11	8	14
MTMR2	11	4	11	6	32
MTMR3	32	30	22	16	53
MTMR4	12	10	13	1	12
MTMR6	0	1	0	1	1
MTMR7	0	0	0	0	0
MTMR9	0	0	2	0	0
MTNR1A	0	0	0	0	0
MTNR1B	0	0	0	0	0
MTO1	0	0	1	0	0
MTOR	6	7	6	2	6
MTPAP	0	0	0	0	0
MTPN	76	99	125	51	235
MTR	4	1	3	1	6
MTRF1	0	0	0	0	0
MTRF1L	0	0	0	0	0
MTRR	0	0	0	0	0
MTSS1	4	9	11	7	11
MTSS1L	2	1	1	1	2
MTTP	0	0	0	0	0
MTURN	0	0	0	0	0
MTUS1	0	0	0	0	0
MTUS2	0	0	0	0	0
MTX1	4	5	6	3	15
MTX2	2	4	9	9	13
MTX3	0	0	0	0	0
MUC1	0	0	0	0	0
MUC13	0	0	0	0	0
MUC15	0	0	0	0	0
MUC16	0	0	0	0	0
MUC20	0	0	0	0	0
MUC3A	0	0	0	0	0
MUC4	0	0	0	0	0
MUC5AC	0	0	0	0	0
MUC5B	0	0	0	0	0
MUC6	0	0	0	0	0
MUL1	0	0	0	0	0
MUM1	0	0	0	0	0
MUM1L1	0	0	0	0	0
MURC	0	0	0	0	0
MUS81	1	0	0	0	0
MUSK	0	0	0	0	0
MUSTN1	0	0	0	0	0
MUT	6	4	10	7	15
MUTYH	0	0	0	0	0
MVB12A	4	6	4	4	7
MVB12B	0	1	0	0	1
MVD	0	0	0	0	0
MVK	0	0	0	0	0
MVP	0	0	0	1	1
MX1	0	0	0	0	0
MXD1	0	0	1	0	1
MXD3	0	0	0	0	0
MXD4	13	7	12	6	24
MXI1	9	6	7	10	39
MXRA7	0	0	0	0	0
MXRA8	9	5	8	4	13
MYADM	0	0	0	0	0
MYADML2	0	0	0	0	0
MYB	0	0	0	0	0
MYBBP1A	0	0	0	0	0
MYBL1	2	3	3	2	4
MYBL2	0	4	7	0	5
MYBPC1	0	0	0	0	0
MYBPC2	0	0	0	0	0
MYBPC3	0	0	0	0	0
MYBPH	0	0	0	0	0
MYBPHL	0	0	0	0	0
MYC	6	5	16	20	33
MYCBP	3	6	2	1	13
MYCBP2	26	30	30	36	72
MYCBPAP	0	0	0	0	0
MYCL	0	0	0	0	0
MYCN	0	0	0	0	0
MYCT1	0	0	0	0	0
MYD88	0	0	0	0	0
MYDGF	0	0	0	0	0
MYEF2	4	6	9	13	23
MYF5	0	0	0	0	0
MYF6	0	0	0	0	0
MYH1	0	0	0	0	0
MYH10	20	23	23	11	44
MYH11	19	37	38	8	47
MYH13	0	0	0	0	0
MYH14	2	0	0	1	0
MYH15	0	0	0	0	0
MYH2	0	0	0	0	0
MYH3	0	0	0	0	0
MYH4	0	0	0	0	0
MYH6	0	0	0	0	0
MYH7	0	0	0	0	0
MYH7B	0	1	0	0	0
MYH8	0	0	0	0	0
MYH9	158	213	214	83	332
MYL1	0	0	0	0	0
MYL10	0	0	0	0	0
MYL12A	0	0	0	0	0
MYL12B	0	1	0	0	0
MYL2	0	0	0	0	0
MYL3	0	0	0	0	0
MYL4	0	0	0	0	0
MYL6	830	549	552	279	1037
MYL6B	3	0	3	0	1
MYL7	0	0	0	0	0
MYL9	210	108	164	88	203
MYLIP	8	1	4	2	2
MYLK	1	3	3	2	5
MYLK2	0	0	0	0	0
MYLK3	0	0	0	0	0
MYLK4	0	0	0	0	0
MYLPF	0	0	0	0	0
MYNN	2	0	2	2	2
MYO10	1	0	1	1	3
MYO15B	0	0	0	0	0
MYO16	0	0	0	0	0
MYO18A	12	7	13	5	23
MYO18B	0	0	0	0	0
MYO19	0	1	0	0	0
MYO1A	0	0	0	0	0
MYO1B	0	0	0	0	0
MYO1C	5	6	7	3	7
MYO1D	10	7	13	1	34
MYO1E	8	5	5	6	14
MYO1F	0	0	0	0	0
MYO1G	0	0	0	0	0
MYO1H	0	0	0	0	0
MYO3A	0	0	0	0	0
MYO3B	0	0	0	0	0
MYO5A	10	17	24	6	31
MYO5B	0	0	0	0	0
MYO5C	0	0	0	0	0
MYO6	0	0	0	0	2
MYO7A	0	1	2	0	0
MYO7B	0	0	0	0	0
MYO9A	3	2	5	6	10
MYO9B	1	3	2	1	7
MYOC	0	0	0	0	0
MYOCD	0	0	0	0	0
MYOD1	0	0	0	0	0
MYOF	26	43	33	28	108
MYOG	0	0	0	0	0
MYOM1	0	0	0	0	0
MYOM2	0	0	0	0	0
MYOM3	0	0	0	0	0
MYOT	0	0	0	0	0
MYOZ1	0	0	0	0	0
MYOZ2	0	0	0	0	0
MYOZ3	0	0	0	0	0
MYPN	0	0	0	0	0
MYPOP	0	0	1	0	1
MYRF	0	0	0	0	0
MYRFL	0	0	0	0	0
MYRIP	0	0	0	0	0
MYSM1	3	4	4	1	6
MYT1	0	1	0	0	1
MYT1L	0	0	0	0	0
MYZAP	0	0	0	0	0
MZB1	0	0	0	0	0
MZF1	0	0	0	0	0
MZT1	3	5	2	1	6
N4BP1	1	3	5	0	2
N4BP2	0	0	0	0	2
N4BP2L1	1	0	1	0	0
N4BP2L2	6	3	5	6	4
N4BP3	0	2	1	0	1
N6AMT1	0	0	0	0	0
NAA10	25	9	17	24	37
NAA11	0	0	0	0	0
NAA15	46	73	99	39	155
NAA16	3	2	2	1	6
NAA20	6	5	2	4	19
NAA25	1	7	12	3	18
NAA30	9	20	21	4	18
NAA35	5	7	0	4	4
NAA38	0	0	0	0	0
NAA40	2	1	1	0	3
NAA50	9	9	15	7	47
NAA60	9	16	4	10	38
NAAA	1	1	0	0	1
NAALAD2	0	0	0	0	0
NAALADL1	0	0	0	0	0
NAALADL2	0	0	0	0	0
NAB1	1	4	2	3	9
NAB2	2	2	5	3	6
NABP1	5	10	12	5	17
NABP2	0	0	1	0	1
NACA	30	22	23	21	72
NACAD	0	0	0	0	0
NACC1	1	3	5	4	13
NACC2	0	0	1	0	4
NADK	0	0	0	0	0
NADK2	2	1	1	2	4
NADSYN1	5	0	2	3	3
NAE1	25	16	29	22	44
NAF1	1	1	0	2	7
NAGA	0	0	0	0	0
NAGK	0	0	1	0	0
NAGLU	0	1	1	2	0
NAGPA	1	1	1	1	0
NAGS	0	0	0	0	0
NAIF1	0	0	0	0	0
NALCN	0	0	0	1	0
NAMPT	6	18	25	19	60
NANOG	0	0	0	0	0
NANOS1	1	0	0	0	0
NANOS2	0	0	0	0	0
NANOS3	0	0	0	0	0
NANP	0	1	0	0	3
NANS	15	12	17	12	40
NAP1L1	59	53	86	32	131
NAP1L2	0	0	0	0	0
NAP1L3	0	0	0	0	0
NAP1L4	0	0	0	0	0
NAP1L5	0	0	0	0	0
NAPA	24	13	15	10	37
NAPB	0	0	0	0	1
NAPEPLD	0	0	0	0	0
NAPG	0	0	0	0	3
NAPRT	0	0	0	0	0
NAPSA	0	0	0	0	0
NARF	0	0	0	0	0
NARFL	0	0	0	0	0
NARS	2	9	10	4	13
NARS2	0	0	0	0	1
NASP	2	10	11	9	20
NAT1	0	0	0	0	0
NAT10	0	0	0	3	6
NAT14	0	0	0	0	0
NAT2	0	0	0	0	0
NAT6	0	0	0	0	1
NAT8	0	0	0	0	0
NAT8L	0	0	0	0	0
NAT9	0	0	0	0	0
NATD1	0	0	0	0	0
NAV1	14	40	29	18	44
NAV2	3	4	1	5	5
NAV3	3	4	8	5	15
NAXD	0	0	0	0	0
NBAS	0	0	0	0	0
NBEA	13	17	23	20	33
NBEAL1	3	7	2	3	4
NBEAL2	1	1	2	0	3
NBL1	0	0	0	0	1
NBN	0	0	0	0	0
NBR1	31	35	20	13	68
NCALD	0	0	0	0	0
NCAM1	13	8	7	0	2
NCAM2	0	0	0	0	0
NCAN	0	0	0	0	0
NCAPD2	7	12	7	15	8
NCAPD3	2	2	0	1	3
NCAPG	3	4	5	3	5
NCAPG2	1	1	3	0	5
NCAPH	1	2	3	1	1
NCAPH2	5	7	2	4	10
NCBP1	10	17	20	11	47
NCBP2	0	0	0	0	0
NCBP3	7	5	8	2	8
NCCRP1	0	0	0	0	0
NCDN	8	8	12	8	20
NCEH1	0	0	0	0	0
NCF1	0	0	0	0	0
NCF2	0	0	0	0	0
NCF4	0	0	1	0	0
NCK1	11	7	5	0	13
NCK2	2	3	1	1	2
NCKAP1	25	30	50	19	89
NCKAP1L	0	0	0	0	0
NCKAP5	0	0	0	0	0
NCKAP5L	0	0	1	1	1
NCKIPSD	0	0	0	0	0
NCL	12	9	23	9	40
NCLN	2	8	9	2	11
NCMAP	0	0	0	0	0
NCOA1	8	6	8	4	20
NCOA2	19	17	34	13	38
NCOA3	0	0	0	0	2
NCOA4	0	0	0	0	0
NCOA5	7	6	9	2	8
NCOA6	22	30	35	24	55
NCOA7	0	0	1	1	3
NCOR1	65	88	78	57	178
NCOR2	4	12	15	5	20
NCR1	0	0	0	0	0
NCS1	0	0	0	0	0
NCSTN	3	8	6	1	3
NDC1	2	4	9	3	9
NDC80	2	2	1	1	0
NDE1	0	0	0	0	0
NDEL1	36	24	35	14	49
NDFIP1	63	45	33	25	78
NDFIP2	1	2	2	2	2
NDN	0	0	0	0	0
NDNF	0	0	0	0	0
NDOR1	0	0	0	0	0
NDP	0	0	0	0	0
NDRG1	0	0	0	0	0
NDRG2	0	0	0	0	0
NDRG3	17	8	9	10	28
NDRG4	3	2	1	1	1
NDST1	4	10	17	8	33
NDST2	4	1	0	3	11
NDST3	0	1	0	0	0
NDST4	0	0	0	0	0
NDUFA1	0	0	0	0	0
NDUFA10	0	0	0	0	0
NDUFA11	0	0	0	0	0
NDUFA12	1	3	5	1	3
NDUFA13	0	0	0	0	0
NDUFA2	0	0	0	0	0
NDUFA3	0	0	0	0	0
NDUFA4	0	0	0	0	0
NDUFA4L2	0	0	0	0	0
NDUFA5	1	1	0	0	0
NDUFA6	41	14	24	24	49
NDUFA7	0	0	0	0	0
NDUFA8	0	0	0	0	0
NDUFA9	0	0	0	0	0
NDUFAB1	8	10	16	14	33
NDUFAF1	0	0	0	0	0
NDUFAF2	0	0	0	0	0
NDUFAF3	0	0	0	0	0
NDUFAF4	0	0	0	0	0
NDUFAF5	0	0	0	0	0
NDUFAF6	1	1	1	3	2
NDUFAF7	5	4	4	0	2
NDUFAF8	0	0	0	0	0
NDUFB10	0	0	0	0	0
NDUFB11	0	0	0	0	0
NDUFB2	2	0	0	0	1
NDUFB3	0	0	0	0	0
NDUFB4	0	0	0	0	0
NDUFB5	0	0	0	0	0
NDUFB6	0	0	0	0	0
NDUFB7	0	0	0	0	0
NDUFB8	0	0	0	0	0
NDUFB9	0	0	0	0	0
NDUFC1	0	0	0	0	0
NDUFC2	0	0	0	0	0
NDUFS1	30	26	45	20	78
NDUFS2	39	9	17	9	46
NDUFS3	11	8	8	3	23
NDUFS4	13	11	10	5	15
NDUFS5	0	0	0	0	0
NDUFS6	0	0	0	0	0
NDUFS7	0	0	0	0	0
NDUFS8	0	0	0	0	0
NDUFV1	16	10	9	14	35
NDUFV2	7	11	10	3	6
NDUFV3	0	0	0	0	0
NEB	0	0	0	0	1
NEBL	0	0	0	0	0
NECAB1	0	0	0	0	0
NECAB2	0	0	0	0	0
NECAB3	0	0	0	0	0
NECAP1	1	1	2	2	6
NECAP2	0	0	0	0	0
NECTIN1	5	2	3	0	2
NECTIN2	0	0	0	0	0
NECTIN3	1	1	0	0	4
NECTIN4	0	0	0	0	0
NEDD1	1	1	2	0	2
NEDD4	20	41	26	22	83
NEDD4L	12	5	10	6	16
NEDD8	3	2	9	4	8
NEDD9	0	0	0	0	0
NEFH	0	0	0	0	0
NEFL	0	0	0	0	0
NEFM	0	0	0	0	0
NEGR1	0	0	0	0	0
NEIL1	0	2	0	3	0
NEIL2	0	0	0	0	0
NEIL3	0	0	0	0	0
NEK1	2	2	0	2	2
NEK10	0	0	0	0	0
NEK11	0	0	0	0	0
NEK2	0	0	0	0	0
NEK3	0	0	0	0	0
NEK4	0	0	0	0	0
NEK5	0	0	0	0	0
NEK6	4	4	0	5	6
NEK7	4	6	19	7	11
NEK8	2	0	0	2	0
NEK9	23	16	25	15	49
NELFA	0	0	0	0	0
NELFB	0	0	0	0	0
NELFCD	1	2	2	1	2
NELFE	0	0	1	0	2
NELL1	0	0	0	0	0
NELL2	0	0	0	0	0
NEMF	7	10	13	10	29
NEMP1	0	0	0	0	0
NEMP2	0	0	0	0	0
NENF	4	3	5	1	4
NEO1	54	49	110	85	190
NEPRO	0	0	0	0	0
NES	0	0	0	0	0
NET1	1	0	1	0	3
NETO1	0	0	0	0	0
NETO2	0	0	0	0	0
NEU1	4	3	5	2	4
NEU2	0	0	0	0	0
NEU3	0	0	0	0	0
NEU4	0	0	0	0	0
NEURL1B	0	0	1	0	0
NEURL2	0	0	0	0	0
NEURL3	0	0	0	0	0
NEURL4	5	5	7	5	9
NEUROD1	0	0	0	0	0
NEUROD2	0	0	0	0	0
NEUROD4	0	0	0	0	0
NEUROD6	0	0	0	0	0
NEUROG1	0	0	0	0	0
